Protein A,Protein B
Eef2,Mat2a
Ugdh,Mat2a
Dffa,Mat2b
Eif5,Mat2b
Kpna3,Mat2b
Kpna4,Mat2b
Mat2a,Mat2b
Pdia6,Mat2b
Ppp3ca,Mat2b
Stk24,Mat2b
Itch,Mavs
Cul4b,Mccc1
Hal,Mccc1
Mut,Mccc1
Nccrp1,Mccc1
Pcca,Mccc1
Hal,Mccc2
Wnk2,Mccc2
Atxn2,Fam195b
Ddx6,Fam195b
Ogfod1,Fam195b
Pabpc1,Fam195b
Atic,Mcts1
Denr,Mcts1
Nae1,Mcts1
Rps12,Mcts1
Rps18,Mcts1
Rps20,Mcts1
Rps27a,Mcts1
Rps3,Mcts1
Rps3a1,Mcts1
Rps4x,Mcts1
Tubb4b,Mcts1
Uba1,Mcts1
Gpd1,Mdh1
Got2,Mdh2
Ugdh,Me1
Ict1,Me2
Aak1,Mea1
Ap1b1,Mea1
Glrx2,Mecr
Sco1,Mecr
Ywhaq,Mefv
Faf2,Memo1
Capn1,Mesdc2
Lrpap1,Mesdc2
Sdf2,Mesdc2
Snx5,Mesdc2
Ywhaq,Mff
Cap1,Mgea5
Csnk2b,Mgea5
Fkbp4,Mgea5
Ogt,Mgea5
Spag9,Mgea5
Tpm3,Mgea5
Ccz1,3110002H16Rik
Foxk1,3110002H16Rik
Kif5b,3110002H16Rik
Tecpr1,3110002H16Rik
Crmp1,Mical1
Grb2,Mical1
Src,Mical1
Abhd10,Micu1
Gfm2,Micu1
Gphn,Micu1
Pars2,Micu1
Lsm8,Fam63a
Abi1,Mink1
Caskin1,Mink1
Map1b,Mink1
Nck1,Mink1
Nefm,Mink1
Cct2,Mlst8
Nudc,Mlst8
Mut,Mmaa
Ict1,Mmab
Ppp2ca,Mob4
Atp5f1,Mpc2
Atp5j2,Mpc2
Gpd2,Mpc2
Rps6ka1,Mpp1
Arhgap18,Mpp6
Cadm1,Mpp6
Dynlrb1,Mpp6
Eif5a2,Mpp6
Epb4.1l2,Mpp6
Gucy1b3,Mpp6
Thop1,Mpp6
Dbt,Mrpl1
Mrpl3,Mrpl1
Mrpl48,Mrpl1
Ict1,Mrpl1
Mrps2,Mrpl1
Cops5,Mrpl11
Csde1,Mrpl11
Grsf1,Mrpl11
Mrpl1,Mrpl11
Mrpl10,Mrpl11
Mrpl16,Mrpl11
Mrpl37,Mrpl11
Mrpl48,Mrpl11
Mrpl49,Mrpl11
Ict1,Mrpl11
Mrpl9,Mrpl11
Mrps12,Mrpl11
Npm1,Mrpl11
Thumpd1,Mrpl11
Ythdf3,Mrpl11
Mrpl10,Mrpl12
Mrpl11,Mrpl12
Mrpl13,Mrpl12
Mrpl16,Mrpl12
Mrpl3,Mrpl12
Mrpl37,Mrpl12
Mrpl38,Mrpl12
Mrpl45,Mrpl12
Ict1,Mrpl12
Mrps27,Mrpl12
Mrpl11,Mrpl13
Mrpl16,Mrpl13
Mrpl3,Mrpl13
Ict1,Mrpl13
Mrpl10,Mrpl14
Mrpl11,Mrpl14
Mrpl37,Mrpl14
Mrpl49,Mrpl14
Ict1,Mrpl14
Mrps30,Mrpl14
Tmem65,Mrpl14
Ict1,Mrpl15
Tufm,Mrpl15
Ict1,Mrpl16
Mrpl1,Mrpl18
Mrpl11,Mrpl18
Mrpl49,Mrpl18
Ict1,Mrpl18
Mrps2,Mrpl18
Npm1,Mrpl18
Mrpl11,Mrpl19
Mrpl18,Mrpl19
Mrpl3,Mrpl19
Mrpl37,Mrpl19
Mrpl45,Mrpl19
Mrpl49,Mrpl19
Mrpl55,Mrpl19
Ict1,Mrpl19
Mrpl9,Mrpl19
Mrps12,Mrpl19
Npm1,Mrpl19
Tsfm,Mrpl19
Mrpl13,Mrpl2
Mrpl18,Mrpl2
Mrpl19,Mrpl2
Mrpl49,Mrpl2
Ict1,Mrpl2
Cand1,Mrpl3
Dbt,Mrpl3
Mrpl16,Mrpl3
Mrpl34,Mrpl3
Mrpl37,Mrpl3
Mrpl38,Mrpl3
Ict1,Mrpl3
Mrps27,Mrpl3
Mrpl1,Mrpl32
Mrpl12,Mrpl32
Mrpl16,Mrpl32
Mrpl18,Mrpl32
Mrpl19,Mrpl32
Mrpl37,Mrpl32
Mrpl45,Mrpl32
Mrpl49,Mrpl32
Ict1,Mrpl32
Mrps30,Mrpl32
Mrps36,Mrpl32
Tufm,Mrpl32
Mrpl10,Mrpl37
Mrpl48,Mrpl37
Ict1,Mrpl37
Mrps12,Mrpl37
Ube2h,Mrpl38
Mrpl1,Mrpl39
Mrpl10,Mrpl39
Mrpl11,Mrpl39
Mrpl14,Mrpl39
Mrpl16,Mrpl39
Mrpl18,Mrpl39
Mrpl19,Mrpl39
Mrpl2,Mrpl39
Mrpl3,Mrpl39
Mrpl32,Mrpl39
Mrpl37,Mrpl39
Mrpl45,Mrpl39
Mrpl48,Mrpl39
Mrpl49,Mrpl39
Mrpl53,Mrpl39
Mrpl55,Mrpl39
Ict1,Mrpl39
Mrpl9,Mrpl39
Mrps12,Mrpl39
Mrps2,Mrpl39
Mrps30,Mrpl39
Npm1,Mrpl39
Cmc1,Mrpl40
Map1s,Mrpl40
Mrpl11,Mrpl40
Mrpl39,Mrpl40
Mrpl46,Mrpl40
Mrpl55,Mrpl40
Ict1,Mrpl40
Mrps12,Mrpl40
Mrps30,Mrpl40
Mrps36,Mrpl40
Mrpl1,Mrpl45
Mrpl11,Mrpl45
Mrpl37,Mrpl45
Mrpl49,Mrpl45
Mrps2,Mrpl45
Mrps36,Mrpl45
Tsfm,Mrpl45
Mrpl16,Mrpl46
Mrpl19,Mrpl46
Mrpl32,Mrpl46
Mrpl37,Mrpl46
Mrpl48,Mrpl46
Mrpl49,Mrpl46
Mrpl55,Mrpl46
Ict1,Mrpl46
Npm1,Mrpl46
Cand1,Mrpl49
Cops5,Mrpl49
Dbt,Mrpl49
Mrpl1,Mrpl49
Mrpl3,Mrpl49
Mrpl37,Mrpl49
Mrpl48,Mrpl49
Ict1,Mrpl49
Mrps12,Mrpl49
Mrpl11,Mrpl53
Mrpl38,Mrpl53
Mrpl49,Mrpl53
Mrpl1,Mrpl55
Mrpl27,Mrpl55
Mrpl48,Mrpl55
Ict1,Mrpl55
Mrps12,Mrpl55
Acad9,Ict1
Cox4i1,Ict1
Ech1,Ict1
Gfm1,Ict1
Gphn,Ict1
Lonp1,Ict1
Lrpprc,Ict1
Mrpl48,Ict1
Mrps27,Ict1
Mrps35,Ict1
Mut,Ict1
Nipsnap1,Ict1
Oat,Ict1
Pgam5,Ict1
Pnpt1,Ict1
Prdx5,Ict1
Ptcd3,Ict1
Slc25a12,Ict1
Supv3l1,Ict1
Thnsl2,Ict1
Tufm,Ict1
Vdac3,Ict1
Mrpl16,Mrpl9
Mrpl27,Mrpl9
Ict1,Mrpl9
Ict1,Mrps18a
Mrpl10,Mrps2
Mrpl37,Mrps2
Ict1,Mrps22
Cep76,Mrps23
Cops5,Mrps23
Ict1,Mrps23
Srrm2,Mrps23
Cep76,Mrps27
Mrpl10,Mrps30
Mrpl11,Mrps30
Mrpl37,Mrps30
Mrpl48,Mrps30
Mrpl49,Mrps30
Ict1,Mrps30
Cox4i1,Mrps36
Mrpl1,Mrps36
Mrpl11,Mrps36
Mrpl3,Mrps36
Mrpl49,Mrps36
Mrpl50,Mrps36
Mrpl9,Mrps36
Mrps2,Mrps36
Cand1,Mrps9
Ict1,Mrrf
Fmr1,Msi2
Fxr1,Msi2
Hnrnph2,Msi2
Rpa1,Msi2
Capn2,Msn
Ezr,Msn
Mt2,Mt1
Anxa6,Mtap
Atp6v1a,Mtap
Mtpn,Mtap
Pdia3,Mtap
Pnp,Mtap
Ube2h,Mtap
Urod,Mtap
Atpif1,ATP8
Arhgap18,Mthfd1
Mat2a,Mthfd1
Plaa,Mthfd1
Ubqln1,Mthfd1
Bin1,Mtm1
Eif4b,Mtm1
Erc1,Mtm1
Llgl1,Mtm1
Mtmr12,Mtm1
Tjp1,Mtm1
Ewsr1,Mtmr9
Spg21,Mtmr9
AW209491,Mtor
Prkcz,Mtor
Rptor,Mtor
Atp6v1a,Mtpn
Cttn,Mtss1
Ptprd,Mtss1
Fus,Mtss1l
Eif5a,Mvd
Gls,Mvd
Hmgcs1,Mvd
Nans,Mvd
Kpna3,Mvp
Psap,Mvp
Vat1,Mvp
Sgta,D17Wsu104e
Ubqln4,D17Wsu104e
Gnai2,Myg1
Iars2,Myg1
Mthfd1,Myg1
Nans,Myg1
Psat1,Myg1
Actb,Myh10
Hspa4,Myh10
Myl12b,Myh10
Myl6,Myh14
Rabl6,Myh14
Actb,Myh9
Cops3,Myh9
Cops8,Myh9
Emd,Myh9
Epb4.1l2,Myh9
Grb2,Myh9
Hsp90ab1,Myh9
Hspa5,Myh9
Myh10,Myh9
Myh14,Myh9
Myl6,Myh9
Os9,Myh9
Otud6b,Myh9
Psmd4,Myh9
Tpm4,Myh9
Vcl,Myh9
Huwe1,Myl6b
Cul4b,Myo18a
Golph3,Myo18a
Naa50,Naa10
Apex1,Nae1
Camk1d,Nae1
Hars,Nae1
Nedd8,Nae1
Nucb2,Nae1
Pdia4,Nae1
Uba3,Nae1
Gclm,Nagk
Gnai2,Nagk
Wdr1,Nagk
Adsl,Nampt
Ankfy1,Nampt
Anxa6,Nampt
Ass1,Nampt
Ctsa,Nampt
Echs1,Nampt
Ero1l,Nampt
Gsr,Nampt
Lta4h,Nampt
Mvd,Nampt
Nans,Nampt
Pepd,Nampt
Wars,Nampt
Ankfy1,Nans
Ass1,Nans
Ctnna1,Nans
Echs1,Nans
Eif4e,Nans
Iars2,Nans
Pdia3,Nans
Rplp2,Nans
Src,Nans
Dak,Nans
Wars,Nans
Nap1l1,Nap1l4
Ptn,Nap1l5
Napb,Napa
Nsf,Napa
Rab7,Napa
Sec22b,Napa
Stx1a,Napa
Vamp1,Napa
Vamp2,Napa
Vti1a,Napa
Stx1a,Napb
Nsf,Napg
Rab11fip5,Napg
Ppp5c,Naprt
Osbp,Nars
Rpl19,Nars
Sec23a,Nars
Sepsecs,Nars2
Luc7l2,Nasp
Mat2b,Nasp
Ppp3ca,Nasp
Atp2b4,Carkd
Sgta,Carkd
Ubqln1,Carkd
Apoa1,Apoa1bp
Apoa2,Apoa1bp
Sco1,Apoa1bp
Cltc,Ncald
Prnp,Ncam1
Dhx9,Ncbp1
Fmr1,Ncbp1
Gapdh,Ncbp1
Pabpc1,Ncbp1
Rps3,Ncbp1
Trove2,Ncbp1
Ncbp1,Ncbp2
Trim2,Ncdn
Gns,Nceh1
Man2b1,Nceh1
Siae,Nceh1
Asap2,Nck1
Brk1,Nck1
Cast,Nck1
Cbl,Nck1
Crkl,Nck1
Cyfip2,Nck1
Eif2s2,Nck1
Gad1,Nck1
Gns,Nck1
Gopc,Nck1
Hist1h1e,Nck1
Oxt,Nck1
Pak2,Nck1
Pfn1,Nck1
Plcg1,Nck1
Snx12,Nck1
Snx17,Nck1
Snx27,Nck1
Ubash3b,Nck1
Syn1,Nckap1
Hnrnpa2b1,Ncl
Hnrnph1,Ncl
Fkbp4,Ncoa7
Gabarapl2,Ncoa7
Nedd4,Ncoa7
Pi4kb,Ncs1
Cdk5,Ndel1
Cep170,Ndel1
Dctn2,Ndel1
Dync1i1,Ndel1
Katnb1,Ndel1
Luc7l2,Ndel1
Pafah1b1,Ndel1
Snx6,Ndel1
Vcl,Ndel1
Ywhae,Ndel1
Selenbp1,Ndrg1
Tagln,Ndrg1
Vps51,Ndrg1
Atp1b1,Ndrg2
Cap2,Ndrg2
Ctnnb1,Ndrg2
Pdk2,Ndrg2
Pfkm,Ndrg2
Nedd8,Ndrg3
Aco2,Ndufa10
Atp5c1,Ndufa10
Atp5k,Ndufa10
Atp5j2,Ndufa10
Cisd1,Ndufa10
Coq9,Ndufa10
Cox4i1,Ndufa10
Cox6b1,Ndufa10
Cycs,Ndufa10
Dlat,Ndufa10
Dld,Ndufa10
Fh1,Ndufa10
Got2,Ndufa10
Idh3g,Ndufa10
Ldhb,Ndufa10
Mdh2,Ndufa10
Ndufa4,Ndufa10
Ndufs1,Ndufa10
Ndufs2,Ndufa10
Ndufs6,Ndufa10
Ndufv1,Ndufa10
Ndufv3,Ndufa10
Pdha1,Ndufa10
Sdha,Ndufa10
Wipi2,Ndufa10
Cox6b1,Ndufa12
Atp5e,Ndufa2
Atp5k,Ndufa2
Atp5j2,Ndufa2
Cox6b1,Ndufa2
Cox6c,Ndufa2
Cox7a2,Ndufa2
Ndufa10,Ndufa2
Ndufa4,Ndufa2
Ndufa5,Ndufa2
Ndufb6,Ndufa2
Ndufc2,Ndufa2
Ndufs1,Ndufa2
Ndufs2,Ndufa2
Ndufs5,Ndufa2
Ndufs6,Ndufa2
Ndufv3,Ndufa2
Park7,Ndufa2
Uqcrh,Ndufa2
Atp5c1,Ndufa3
Atp5k,Ndufa3
Atp5l,Ndufa3
Cox6b1,Ndufa3
Cox6c,Ndufa3
Cycs,Ndufa3
Ndufa10,Ndufa3
Ndufa2,Ndufa3
Ndufa4,Ndufa3
Ndufc2,Ndufa3
Ndufs1,Ndufa3
Ndufs2,Ndufa3
Ndufs6,Ndufa3
Ndufv1,Ndufa3
Ndufv3,Ndufa3
Sdha,Ndufa3
Timm10,Ndufa3
Uqcrh,Ndufa3
Atp5a1,Ndufa4
Atp5b,Ndufa4
Atp5e,Ndufa4
Atp5k,Ndufa4
Atp5j2,Ndufa4
Cox4i1,Ndufa4
Cox5a,Ndufa4
Cox6b1,Ndufa4
Cox7a2,Ndufa4
Cycs,Ndufa4
Ndufs6,Ndufa4
Sco1,Ndufa4
Uqcrh,Ndufa4
Aco2,Ndufa5
Atp5e,Ndufa5
Atp5k,Ndufa5
Atp5j2,Ndufa5
Bola2,Ndufa5
Cisd1,Ndufa5
Cox4i1,Ndufa5
Cox6b1,Ndufa5
Cycs,Ndufa5
Dlat,Ndufa5
Grcc10,Ndufa5
Hint1,Ndufa5
Ndufa10,Ndufa5
Ndufb6,Ndufa5
Ndufs1,Ndufa5
Ndufs5,Ndufa5
Ndufs6,Ndufa5
Ndufv1,Ndufa5
Ndufv3,Ndufa5
Park7,Ndufa5
Sdha,Ndufa5
Timm10,Ndufa5
Uqcr10,Ndufa5
Atp5e,Ndufa6
Atp5f1,Ndufa6
Atp5k,Ndufa6
Atp5j2,Ndufa6
Atp5l,Ndufa6
Cycs,Ndufa6
Grcc10,Ndufa6
Idh3g,Ndufa6
Ndufa10,Ndufa6
Ndufa2,Ndufa6
Ndufa3,Ndufa6
Ndufa4,Ndufa6
Ndufa5,Ndufa6
Ndufb4,Ndufa6
Ndufb5,Ndufa6
Ndufc2,Ndufa6
Ndufs1,Ndufa6
Ndufs2,Ndufa6
Ndufs5,Ndufa6
Ndufs6,Ndufa6
Ndufv1,Ndufa6
Ndufv3,Ndufa6
Uqcr10,Ndufa6
Uqcrh,Ndufa6
Aco2,Ndufa7
Atp5c1,Ndufa7
Atp5h,Ndufa7
Atp5j2,Ndufa7
Atp5l,Ndufa7
Cox6c,Ndufa7
Cyc1,Ndufa7
Elac2,Ndufa7
Grcc10,Ndufa7
Idh3g,Ndufa7
Ndufa10,Ndufa7
Ndufa2,Ndufa7
Ndufa4,Ndufa7
Ndufa5,Ndufa7
Ndufa6,Ndufa7
Ndufa8,Ndufa7
Ndufab1,Ndufa7
Ndufb10,Ndufa7
Ndufb4,Ndufa7
Ndufb6,Ndufa7
Ndufb7,Ndufa7
Ndufc2,Ndufa7
Ndufs1,Ndufa7
Ndufs2,Ndufa7
Ndufs3,Ndufa7
Ndufs4,Ndufa7
Ndufs5,Ndufa7
Ndufs6,Ndufa7
Ndufs7,Ndufa7
Ndufv1,Ndufa7
Ndufv2,Ndufa7
Ndufv3,Ndufa7
Timm10,Ndufa7
Timm10b,Ndufa7
Uqcr10,Ndufa7
Uqcrh,Ndufa7
Aco2,Ndufa8
Atp5a1,Ndufa8
Atp5c1,Ndufa8
Atp5f1,Ndufa8
Atp5k,Ndufa8
Atp5j2,Ndufa8
Atp5o,Ndufa8
Cisd1,Ndufa8
Cox6b1,Ndufa8
Cyc1,Ndufa8
Cycs,Ndufa8
Dlat,Ndufa8
Idh3a,Ndufa8
Idh3g,Ndufa8
Ndufa10,Ndufa8
Ndufa2,Ndufa8
Ndufa3,Ndufa8
Ndufa4,Ndufa8
Ndufa5,Ndufa8
Ndufa6,Ndufa8
Ndufab1,Ndufa8
Ndufb6,Ndufa8
Ndufb7,Ndufa8
Ndufc2,Ndufa8
Ndufs1,Ndufa8
Ndufs2,Ndufa8
Ndufs4,Ndufa8
Ndufs5,Ndufa8
Ndufs6,Ndufa8
Ndufs7,Ndufa8
Ndufv1,Ndufa8
Ndufv2,Ndufa8
Ndufv3,Ndufa8
Pdhb,Ndufa8
Sdha,Ndufa8
Sdhb,Ndufa8
Slc25a11,Ndufa8
Uqcrc1,Ndufa8
Uqcrc2,Ndufa8
Uqcrfs1,Ndufa8
Uqcrh,Ndufa8
Atp5a1,Ndufab1
Atp5f1,Ndufab1
Atp5k,Ndufab1
Atp5j,Ndufab1
Cycs,Ndufab1
Ndufa10,Ndufab1
Ndufa2,Ndufab1
Ndufa3,Ndufab1
Ndufa4,Ndufab1
Ndufa6,Ndufab1
Ndufc2,Ndufab1
Ndufs1,Ndufab1
Ndufs2,Ndufab1
Ndufs5,Ndufab1
Ndufs6,Ndufab1
Ndufv1,Ndufab1
Ndufv3,Ndufab1
Park7,Ndufab1
Sdhb,Ndufab1
Cep76,Ndufaf3
Ict1,Ndufaf3
Ndufaf4,Ndufaf3
Snrpa,Ndufaf3
Aco2,Ndufb10
Aldoc,Ndufb10
Atp5c1,Ndufb10
Atp5l,Ndufb10
Atp5o,Ndufb10
Bola3,Ndufb10
Cisd1,Ndufb10
Cntn1,Ndufb10
Cox6b1,Ndufb10
Cs,Ndufb10
Cyc1,Ndufb10
Cycs,Ndufb10
Dlat,Ndufb10
Dld,Ndufb10
Endod1,Ndufb10
Gnao1,Ndufb10
Gpm6a,Ndufb10
Hint2,Ndufb10
Idh3a,Ndufb10
Mdh2,Ndufb10
Ndufa10,Ndufb10
Ndufa2,Ndufb10
Ndufa5,Ndufb10
Ndufa6,Ndufb10
Ndufa8,Ndufb10
Ndufb4,Ndufb10
Ndufb6,Ndufb10
Ndufs1,Ndufb10
Ndufs4,Ndufb10
Ndufs5,Ndufb10
Ndufs6,Ndufb10
Ndufs7,Ndufb10
Ndufv1,Ndufb10
Ndufv2,Ndufb10
Ndufv3,Ndufb10
Negr1,Ndufb10
Park7,Ndufb10
Pdhb,Ndufb10
Plp1,Ndufb10
Sdha,Ndufb10
Sdhb,Ndufb10
Snap25,Ndufb10
Syp,Ndufb10
Syt2,Ndufb10
Uqcr10,Ndufb10
Uqcrfs1,Ndufb10
Usmg5,Ndufb10
Ndufa10,Ndufb4
Ndufa2,Ndufb4
Ndufa5,Ndufb4
Ndufs1,Ndufb4
Ndufs5,Ndufb4
Ndufs6,Ndufb4
Ndufv1,Ndufb4
Ndufv3,Ndufb4
Atp5e,Ndufb5
Atp5a1,Ndufb6
Cox7a2,Ndufb6
Ndufs6,Ndufb6
Snca,Ndufb6
Aco2,Ndufb7
Atp5c1,Ndufb7
Atp5f1,Ndufb7
Atp5k,Ndufb7
Atp5j2,Ndufb7
Atp5l,Ndufb7
Capn1,Ndufb7
Cisd1,Ndufb7
Cycs,Ndufb7
Dld,Ndufb7
Idh3g,Ndufb7
Ndufa10,Ndufb7
Ndufa2,Ndufb7
Ndufa3,Ndufb7
Ndufa4,Ndufb7
Ndufa6,Ndufb7
Ndufab1,Ndufb7
Ndufb4,Ndufb7
Ndufb6,Ndufb7
Ndufc2,Ndufb7
Ndufs1,Ndufb7
Ndufs2,Ndufb7
Ndufs5,Ndufb7
Ndufs6,Ndufb7
Ndufv1,Ndufb7
Ndufv3,Ndufb7
Park7,Ndufb7
Pfkm,Ndufb7
Sdha,Ndufb7
Sdhb,Ndufb7
Timm10,Ndufb7
Uqcr10,Ndufb7
Uqcrh,Ndufb7
Atp5c1,Ndufc2
Atp5k,Ndufc2
Atp5j2,Ndufc2
Atp5l,Ndufc2
Cmc1,Ndufc2
Cox6b1,Ndufc2
Cox6c,Ndufc2
Cycs,Ndufc2
Hint1,Ndufc2
Ndufa10,Ndufc2
Ndufa4,Ndufc2
Ndufs1,Ndufc2
Ndufs2,Ndufc2
Ndufs5,Ndufc2
Ndufs6,Ndufc2
Ndufv1,Ndufc2
Ndufv3,Ndufc2
Sdha,Ndufc2
Uqcr10,Ndufc2
Uqcrh,Ndufc2
Atp5k,Ndufs1
Coq9,Ndufs1
Cox4i1,Ndufs1
Cycs,Ndufs1
Dld,Ndufs1
Got2,Ndufs1
Idh3g,Ndufs1
Immt,Ndufs1
Mdh2,Ndufs1
Ict1,Ndufs1
Ndufa4,Ndufs1
Ndufs6,Ndufs1
Ndufv3,Ndufs1
Pdha1,Ndufs1
Sdha,Ndufs1
Uqcr10,Ndufs1
Uqcrh,Ndufs1
Atp5b,Ndufs2
Atp5c1,Ndufs2
Atp5j2,Ndufs2
Cycs,Ndufs2
Dlat,Ndufs2
Dld,Ndufs2
Got2,Ndufs2
Idh3g,Ndufs2
Ict1,Ndufs2
Ndufa4,Ndufs2
Ndufs1,Ndufs2
Ndufs6,Ndufs2
Pdha1,Ndufs2
Sdha,Ndufs2
Aco2,Ndufs3
Acot13,Ndufs3
Atp5b,Ndufs3
Atp5c1,Ndufs3
Atp5d,Ndufs3
Atp5e,Ndufs3
Atp5f1,Ndufs3
Atp5k,Ndufs3
Atp5j,Ndufs3
Cisd1,Ndufs3
Ckmt2,Ndufs3
Cox4i1,Ndufs3
Cox6b1,Ndufs3
Cs,Ndufs3
Cyc1,Ndufs3
Cycs,Ndufs3
Dlat,Ndufs3
Dld,Ndufs3
Fh1,Ndufs3
Got1,Ndufs3
Got2,Ndufs3
Huwe1,Ndufs3
Idh3a,Ndufs3
Idh3g,Ndufs3
Mdh1,Ndufs3
Ndufa10,Ndufs3
Ndufa2,Ndufs3
Ndufa3,Ndufs3
Ndufa4,Ndufs3
Ndufa5,Ndufs3
Ndufa6,Ndufs3
Ndufa8,Ndufs3
Ndufab1,Ndufs3
Ndufb10,Ndufs3
Ndufb4,Ndufs3
Ndufb7,Ndufs3
Ndufc2,Ndufs3
Ndufs1,Ndufs3
Ndufs2,Ndufs3
Ndufs4,Ndufs3
Ndufs5,Ndufs3
Ndufs6,Ndufs3
Ndufs7,Ndufs3
Ndufv1,Ndufs3
Ndufv2,Ndufs3
Ndufv3,Ndufs3
Park7,Ndufs3
Pdha1,Ndufs3
Pdhb,Ndufs3
Prdx3,Ndufs3
Sdha,Ndufs3
Sdhb,Ndufs3
Uqcr10,Ndufs3
Uqcrc1,Ndufs3
Uqcrc2,Ndufs3
Uqcrfs1,Ndufs3
Uqcrh,Ndufs3
Aco2,Ndufs4
Atp5k,Ndufs4
Cycs,Ndufs4
Ndufa10,Ndufs4
Ndufa2,Ndufs4
Ndufa3,Ndufs4
Ndufa4,Ndufs4
Ndufa5,Ndufs4
Ndufa6,Ndufs4
Ndufab1,Ndufs4
Ndufb7,Ndufs4
Ndufc2,Ndufs4
Ndufs1,Ndufs4
Ndufs2,Ndufs4
Ndufs5,Ndufs4
Ndufs6,Ndufs4
Ndufv1,Ndufs4
Ndufv3,Ndufs4
Park7,Ndufs4
Uqcrfs1,Ndufs4
Uqcrh,Ndufs4
Cox6b1,Ndufs5
Ndufa10,Ndufs5
Ndufa4,Ndufs5
Ndufb6,Ndufs5
Ndufs1,Ndufs5
Ndufs2,Ndufs5
Ndufs6,Ndufs5
Ndufv1,Ndufs5
Ndufv3,Ndufs5
Nptn,Ndufs5
Park7,Ndufs5
Slc6a1,Ndufs5
Syt2,Ndufs5
Uqcrh,Ndufs5
Aco2,Ndufs7
Arrb2,Ndufs7
Atp5a1,Ndufs7
Atp5c1,Ndufs7
Atp5d,Ndufs7
Atp5f1,Ndufs7
Atp5k,Ndufs7
Atp5l,Ndufs7
Atp5o,Ndufs7
Cisd1,Ndufs7
Cox6b1,Ndufs7
Cs,Ndufs7
Cyc1,Ndufs7
Cycs,Ndufs7
Dlat,Ndufs7
Dld,Ndufs7
Eef1a2,Ndufs7
Eno2,Ndufs7
Got2,Ndufs7
Idh3a,Ndufs7
Idh3g,Ndufs7
Mdh2,Ndufs7
Ndufa10,Ndufs7
Ndufa2,Ndufs7
Ndufa3,Ndufs7
Ndufa4,Ndufs7
Ndufa6,Ndufs7
Ndufab1,Ndufs7
Ndufb7,Ndufs7
Ndufc2,Ndufs7
Ndufs1,Ndufs7
Ndufs2,Ndufs7
Ndufs4,Ndufs7
Ndufs5,Ndufs7
Ndufv1,Ndufs7
Ndufv2,Ndufs7
Ndufv3,Ndufs7
Park7,Ndufs7
Pdhb,Ndufs7
Sdha,Ndufs7
Sdhb,Ndufs7
Slc25a11,Ndufs7
Uqcr10,Ndufs7
Uqcrc1,Ndufs7
Uqcrc2,Ndufs7
Uqcrfs1,Ndufs7
Uqcrh,Ndufs7
Atp5k,Ndufv1
Atp5j,Ndufv1
Atp5j2,Ndufv1
Cisd1,Ndufv1
Cops5,Ndufv1
Coq9,Ndufv1
Cox6b1,Ndufv1
Ewsr1,Ndufv1
Gnao1,Ndufv1
Idh3g,Ndufv1
Ndufa4,Ndufv1
Ndufb6,Ndufv1
Ndufs1,Ndufv1
Ndufs2,Ndufv1
Ndufs6,Ndufv1
Ndufv3,Ndufv1
Negr1,Ndufv1
Nptn,Ndufv1
Slc6a1,Ndufv1
Syp,Ndufv1
Uqcrh,Ndufv1
Atp5c1,Ndufv2
Atp5d,Ndufv2
Atp5e,Ndufv2
Atp5k,Ndufv2
Atp5j,Ndufv2
Atp5j2,Ndufv2
Atp5l,Ndufv2
Cox5a,Ndufv2
Cox6c,Ndufv2
Cyc1,Ndufv2
Dlat,Ndufv2
Dld,Ndufv2
Dlst,Ndufv2
Idh3g,Ndufv2
Ndufa10,Ndufv2
Ndufa2,Ndufv2
Ndufa3,Ndufv2
Ndufa4,Ndufv2
Ndufa5,Ndufv2
Ndufa6,Ndufv2
Ndufab1,Ndufv2
Ndufb4,Ndufv2
Ndufb6,Ndufv2
Ndufb7,Ndufv2
Ndufc2,Ndufv2
Ndufs1,Ndufv2
Ndufs2,Ndufv2
Ndufs4,Ndufv2
Ndufs5,Ndufv2
Ndufs6,Ndufv2
Ndufv1,Ndufv2
Ndufv3,Ndufv2
Park7,Ndufv2
Pdhb,Ndufv2
Sdha,Ndufv2
Sdhb,Ndufv2
Uqcr10,Ndufv2
Uqcrc1,Ndufv2
Uqcrfs1,Ndufv2
Uqcrh,Ndufv2
Usmg5,Ndufv2
Atp5a1,Ndufv3
Atp5e,Ndufv3
Atp5k,Ndufv3
Ndufa4,Ndufv3
Ndufb6,Ndufv3
Ndufs6,Ndufv3
App,Necab1
Dffa,Necab2
Inpp1,Necab2
Mrps27,Necab2
Ric8,Necab2
Ttr,Necab2
Aak1,Necap1
Amph,Necap1
Ap1g1,Necap1
Ap2a2,Necap1
Ap2m1,Necap1
Bin1,Necap1
Cltb,Necap1
Epn1,Necap1
Snap91,Necap1
Gga1,Necap2
Prnp,Pvrl1
Bckdk,Nedd8
Nudt19,Nedd8
Nefl,Nefh
Nefm,Nefh
Stxbp1,Nefh
Stxbp1,Nefl
Apoe,Nefm
Stxbp1,Nefm
Aldoc,Negr1
Cntn1,Negr1
Cox6b1,Negr1
Gnao1,Negr1
Gpm6a,Negr1
Nptn,Negr1
Plp1,Negr1
Prnp,Negr1
Snap25,Negr1
Syp,Negr1
Syt2,Negr1
Uqcrh,Negr1
Acta1,Nexn
Atpif1,Nf2
Grb2,Nfs1
Hsbp1,Nfs1
Ybx1,Nfyb
